Text,Annotate,LSTM_framing,GRU_framing,LR_framing,SVM_framing
" The Armed Forces of the Philippines on August 22, 2022, reported the explosion of a motorized boat during an encounter with government troops off Catbalogan City.",8.0,8.0,8.0,7.0,12.0
 Joint Task Force Storm Commander Major General Edgardo De Leon said visual estimates using night vision goggles showed that there were no more than 10 people onboard.,8.0,8.0,8.0,6.0,6.0
 GMA News Online has  from the AFP as regards the CPP's announcement of the Tiamzons' deaths and their alleged torture.,11.0,7.0,3.0,6.0,6.0
" ""The entire leadership and membership of the Communist Party of the Philippines (CPP) condemn in the strongest terms the Armed Forces of the Philippines (AFP) for the brutal torture and cowardly killing of Party leaders Benito Tiamzon (Ka Laan) and Wilma Austria-Tiamzon (Ka Bagong-tao), together with eight other revolutionaries after they were captured in Samar province on August 21, 2022,"" Valbuena said.",12.0,13.0,14.0,12.0,12.0
" Benito, 71, was the chairman of the CPP Executive Committee, while Wilma, 70, was the CPP secretary general.",13.0,13.0,13.0,12.0,12.0
" The others who were captured along with the CPP leaders were Joel Arceo, a subregional secretary in Eastern Visayas; Ka Yen, Ka Jaja, Ka Matt, Ka Ash, Ka Delfin, Ka Lupe, and Ka Butig, who all belonged to the guerrilla force of the central headquarters.",7.0,11.0,13.0,0.0,12.0
" CPP now 'headless,' says Año",13.0,15.0,15.0,12.0,12.0
" Meanwhile, the National Security Council (NSC)  the CPP-NPA-NDF’s confirmation of the deaths of two of its leaders, saying they had already suspected that the Tiamzon couple were killed in a clash with government forces last year.",8.0,8.0,8.0,12.0,12.0
" “Finally, the terrorists have been forced to admit what many of us have suspected many, many months ago,” NSC Secretary Eduardo Año said in a statement.",8.0,8.0,8.0,7.0,7.0
" “With the death of CPP founder Jose Maria Sison and now the Tiamzon couple, the Communist Terrorist Group is now headless with no clear national leadership. They have lost both their guiding light in the person of Joma and  in the Tiamzons and are now groping in the dark with no direction nor future in sight,” he said.",8.0,3.0,8.0,12.0,12.0
" Año also defended the AFP, as he dismissed the CPP-NPA-NDF’s allegations as a ""fabricated story.""",13.0,4.0,5.0,4.0,4.0
" “They are now trapped in their own web of lies which deserves  Needless to say, there is no truth whatsoever in this clearly fabricated story and we stand by the official reports from the Armed Forces of the Philippines,” he said.",8.0,9.0,11.0,11.0,11.0
" Apart from the Tiamzon couple, Año said Philippine authorities had also arrested CPP-NPA-NDF leader Eric Jun Casilao in Langkawi, Malaysia, with the help of the Malaysian government.",7.0,7.0,7.0,6.0,6.0
" “This string of defeats on the part of the terrorists prove that the Philippine government is on the right track, and we shall sustain all anti-terrorism efforts we started years back, focusing on our local peace initiatives and good governance espoused by NTF-ELCAC under the guidance of President Ferdinand Marcos Jr.,” he said.",8.0,8.0,8.0,7.0,12.0
Remulla says Bantag expressed wish to surrender,13.0,5.0,3.0,12.0,12.0
" Justice Secretary Jesus Crispin Remulla on Thursday said former Bureau of Corrections (BuCor) chief Gerald Bantag, the alleged mastermind in the killing of broadcaster Percy Lapid, has expressed his wish to surrender.",5.0,7.0,5.0,6.0,4.0
" In an ambush interview, Remulla said a colleague told him around five to six days ago that he received a call from Bantag.",7.0,7.0,7.0,12.0,12.0
" “He spoke to my colleague, one of my colleagues, in the Cabinet to say that he may wish to surrender,” Remulla said.",13.0,13.0,13.0,12.0,12.0
" “That’s why we’ are not pushing for law enforcement to hurry up the process. But of course, it is the job of law enforcement still to enforce the warrant of arrest,” he added.",7.0,7.0,7.0,6.0,6.0
 Remulla said he will follow up on the offer with his colleague.,13.0,13.0,13.0,12.0,12.0
" Atty. Rocky Balisong, Bantag’s legal counsel, told GMA News Online that his client did not tell him about the call and could not confirm it.",5.0,5.0,5.0,4.0,4.0
 He said he will talk to Bantag about it “when necessary.”,13.0,15.0,13.0,12.0,12.0
" Balisong, meanwhile, declined  when asked when he last spoke to Bantag.",13.0,13.0,5.0,12.0,12.0
" Meanwhile, when asked if former BuCor deputy officer Ricardo Zulueta also wanted to surrender, Remulla said it was only Bantag who called.",13.0,7.0,7.0,4.0,6.0
" “It was only Bantag who called up. I don’t know about Zulueta,” he said.",13.0,10.0,3.0,2.0,12.0
 Remulla said a hold departure order will also be automatically issued once a court issues a warrant of arrest.,5.0,5.0,5.0,4.0,4.0
" “Automatic ‘yun, eh. Kapag may warrant of arrest ka na, automatic na ‘yun,” Remulla said.",7.0,7.0,7.0,6.0,6.0
 [It (hold departure order) is automatic once you have a warrant of arrest.],7.0,7.0,7.0,6.0,6.0
" The Muntinlupa and Las Piñas regional trial courts recently issued warrants of arrest against Bantag and Zulueta for the deaths of alleged middleman Jun Villamor and Lapid, respectively.",5.0,5.0,5.0,4.0,4.0
" Lapid was shot dead in Las Piñas City on October 3, 2022, while Villamor died at the New Bilibid Prison on October 18.",7.0,7.0,7.0,8.0,6.0
"PNP chief Azurin to successor: Be strong, don't be afraid who gets caught, hurt",13.0,7.0,7.0,6.0,6.0
" Philippine National Police (PNP) chief Police General Rodolfo Azurin Jr. on Thursday advised his successor to be strong and brave, saying “not to be afraid of who gets caught and who gets hurt.”",7.0,7.0,7.0,6.0,6.0
" “Siguro 'yung papalit sa akin maging matibay siya, maging matatag siya, dahil definitely sabi ko nga (My successor should be strong because definitely) if we are willing to have a genuine and real transformation sa PNP we should not be afraid who gets caught and who gets hurt,” Azurin said during the groundbreaking of the PNP Public Information Office (PIO) press briefing office.",13.0,13.0,13.0,12.0,1.0
" Azurin, who is set to retire on April 24, said he has no idea on who will be the next PNP chief.",13.0,13.0,13.0,6.0,12.0
" Asked if he will be extended from his post, Azurin said ""Kaya nga maraming nagagalit sa atin (That is why there are a lot of people getting mad) because of that extension. No extension, I suppose.”",13.0,10.0,13.0,12.0,4.0
 The PNP chief said he is also not afraid of the possible danger when he steps down from the post.,13.0,7.0,7.0,12.0,4.0
" “That’s part of the job eh, basta sa akin may nagawa ako if I’ll reach my destination in heaven the earliest eh siguro God’s will 'yun, 'di ba,” he said.",3.0,11.0,11.0,2.0,2.0
" (That's part of the job, I’ve done my job. If I'll reach my destination in heaven the earliest, maybe it is God's will, right.)",3.0,1.0,11.0,2.0,2.0
" “Basta ang sa akin ginawa natin 'yung trabaho natin kung may nasagasaan tayo eh pasensya sila kasi chinallenge tayo eh kung kaya natin 'yung war on drugs, medyo nakayanan naman natin,” he added.",6.0,9.0,9.0,12.0,12.0
" (As far as I'm concerned, we did our job. If we ran into someone, we only did our job, we were challenged if we can handle the war on drugs, we have been able to handle it quite a bit.)",8.0,6.0,5.0,6.0,7.0
" Azurin earlier said President Ferdinand ""Bongbong"" Marcos Jr. should also be cautious in choosing the next PNP chief.",13.0,13.0,13.0,12.0,12.0
" Last March, the PNP announced a reorganization, with 10 senior police officials named to new posts.",7.0,7.0,7.0,6.0,6.0
Remulla: Illegal possession raps vs. Teves enough to designate him terrorist,8.0,8.0,8.0,4.0,7.0
"  for illegal possession of firearms and explosives filed against suspended Negros Oriental Representative Arnolfo “Arnie” Teves Jr. is enough to designate him as a terrorist, Justice Secretary Jesus Crispin Remulla said Thursday.",7.0,7.0,5.0,4.0,4.0
" In an ambush interview at the New Bilibid Prison, Remulla said the lack of a  against Teves will not cause conflict with the department’s plan to designate him a terrorist.",8.0,7.0,7.0,4.0,4.0
" “Hindi naman. Hindi naman. That’s not [a] conflict at all,” he said.",11.0,13.0,5.0,12.0,4.0
" When asked if the illegal  filed against the lawmaker is enough, Remulla said, “Yes, yes.”",5.0,5.0,5.0,12.0,4.0
" GMA News Online reached out to Atty. Ferdinand Topacio, legal counsel of Teves,  but has yet to receive a reply as of posting time.",5.0,5.0,5.0,4.0,4.0
" According to Remulla, they have started the preliminary steps in proscribing the suspended congressman as a terrorist.",8.0,8.0,8.0,7.0,12.0
" “Gumagalaw na, gumagalaw na. We’re moving on it. We’re starting the preliminary motion— movements. ‘Yung mga kailangan kausapin kinakausap na,” Remulla said.",13.0,5.0,5.0,4.0,4.0
 (It’s moving. It’s moving. We’re moving on it. We’re starting the preliminary motion— movements. We are talking to the ones we need to talk to.),13.0,13.0,13.0,10.0,4.0
" In a separate interview on Balitanghali, however, Teves argued that he does not fit into the description of a terrorist under the Anti-Terror Law.",8.0,8.0,8.0,7.0,4.0
" “Pag gumawa ka ng batas, there is an intention for the law. Ginawa 'yun para sa extremist groups. So paano ako napasok doon kung hindi naman ako grupo, tao lang ako,” he said.",6.0,12.0,12.0,12.0,4.0
" (If you make a law, there is an intention for the law. The law was made for extremist groups. How am I included there? I am only one person.)",6.0,6.0,6.0,3.0,5.0
" “Isa pa, wala pa nga akong kasalanan na may pruweba. Sabay ngayon gagawin na nila akong terorista? Ginagamit na nila ‘yung batas para mapilitan nila akong mapauwi at mapatay,” he added.",11.0,13.0,13.0,4.0,12.0
" (Another thing, they have no evidence against me. But now they’re declaring me a terrorist? They are using the law to force me to go home and be killed.)",8.0,8.0,8.0,7.0,6.0
" The congressman, who has been tagged as the alleged mastermind behind the killing of Negros Oriental Governor Roel Degamo and eight others, has yet to return to the country due to concerns about his safety.",7.0,13.0,7.0,12.0,12.0
" Cambodia, South Korea",14.0,15.0,14.0,13.0,13.0
" According to Remulla, Teves is going back and forth between South Korea and Cambodia.",14.0,11.0,14.0,13.0,6.0
" “I think reliable ‘yung information ni Senator… Villanueva, nasa Korea. Pero paganon— babalik-balik siya ng Cambodia, eh,” he said.",13.0,8.0,8.0,12.0,12.0
 (I think Senator Villanueva’s information that Teves is in Korea is reliable. But he goes back and forth to Cambodia.),14.0,13.0,13.0,12.0,12.0
" During a Senate hearing, Senate Majority Leader Joel Villanueva said his friends saw Teves in a hotel in South Korea eating at a buffet.",13.0,13.0,13.0,12.0,12.0
