Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
MANILA – Local  on Thursday asked the government anew to extend the deadline for subscriber identity module (SIM) registrations as the deadline on April 26 nears with less than half of all active mobile users in the country registered.,10. Quality of Life,6. Policy Prescription and Evaluation,10. Quality of Life,10. Quality of Life
MANILA – The Philippine National Police (PNP) is now beefing up its personnel and assets in the Bicol Region for a police-military offensive against the remaining New People's Army (NPA) insurgents who have staged a series of attacks in the province of Masbate last week.,8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
Manila Water expands services in Mindanao,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
BOC foils 18 containers of misdeclared onions worth P77M,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
SC eyes wider role for artificial intelligence in legal research,15. Other,6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,False
MANILA -- Maritime regulatory authorities on Thursday confirmed that they had issued cease and desist orders against  that owns the sunken MT Princess Empress which has caused an oil spill in a critical biodiverse area off Mindoro Island.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Group: 'No permit, no exam' detrimental to Catholic schools' ops",12. Public Opinion,6. Policy Prescription and Evaluation,10. Quality of Life,False
MANILA – The Philippine National Police (PNP) on Monday said it is getting closer to identifying those behind the attack that resulted in the death of Negros Oriental Governor Roel Degamo and eight others on Saturday.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"PH, US ships conduct aerial gunnery, replenishment drills",15. Other,8. Security and Defense,8. Security and Defense,8. Security and Defense
"MANILA – Financial burden and tedious requirements are the main reasons why couples opt to skip church weddings, a Church-based survey revealed.",12. Public Opinion,12. Public Opinion,3. Morality,12. Public Opinion
MANILA – The Philippine National Police (PNP) on Tuesday supported the call of Interior Secretary Benjamin Abalos Jr. for police officers involved in the arrest of a police sergeant who yielded 990 kilograms of shabu worth PHP6.7 billion to take a leave of absence pending investigation of the case.,13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Marcos eyes educational tourism between PH, Japan",15. Other,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
NCRPO to enforce maximum police visibility for safe SumVac,15. Other,8. Security and Defense,8. Security and Defense,8. Security and Defense
DOJ welcomes surrender of cops in 2020 slay of Spanish national,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
MANILA – Vote counting machines (VCMs) and election paraphernalia will be deployed next weekend for the special polls in the 7th District of Cavite slated Feb. 25.,10. Quality of Life,2. Capacity and Resources,13. Political,False
"MANILA -- The Metro Manila Subway Project (MMSP) is expected to improve living standards, including the riding public, and propel the country’s economic rebound, Transportation Secretary Bautista said Monday.",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
MANILA – The social action and humanitarian arm of the Catholic Bishops’ Conference of the Philippines (CBCP) urged the faithful to take time to do charity works aside from joining traditional religious activities during the Holy Week.,3. Morality,3. Morality,3. Morality,3. Morality
"MANILA – Big-ticket infrastructure projects of the Department of Transportation (DOTr) will improve tourism in remote areas and unlock economic potential in the provinces, Department of Transportation Secretary Jaime Bautista said.",1. Economic,1. Economic,1. Economic,1. Economic
"MANILA – The Manila Water Company (Manila Water) on Tuesday announced that its customers in several parts of the cities of Makati, Quezon, Mandaluyong, Pasig and Taguig, and the municipality of Pateros in Metro Manila will experience water interruption due to service improvement activities from March 8 to 10.",15. Other,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
SAP Lagdameo joins PH Army reserve force,15. Other,2. Capacity and Resources,8. Security and Defense,False
"PH, US troops in 'Salaknib' drills donate 435 bags of blood",9. Health and Safety,2. Capacity and Resources,14. External Regulation and Reputation,False
"PH committed to 'diplomacy, dialogue' on West PH Sea issue: DFA",14. External Regulation and Reputation,13. Political,8. Security and Defense,False
"MANILA – A 31-year-old Korean fugitive who was about to leave the country, was apprehended at the Ninoy Aquino International Airport (NAIA), the Bureau of Immigration (BI) reported on Monday.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA – Accessibility and easier processing contribute to the increase in intellectual property (IP) registrations in 2022, according to the Intellectual Property Office of the Philippines (IPOPH).",10. Quality of Life,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
"Be catalysts to regain trust in PNP, PBBM tells graduates",13. Political,3. Morality,8. Security and Defense,False
Solon: Congressional body to address K-12 woes,13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
DFA: More Filipino evacuees cross Sudan-Egypt border,15. Other,8. Security and Defense,14. External Regulation and Reputation,False
"PCUP, POPCOM join hands for stronger reproductive health programs",10. Quality of Life,9. Health and Safety,9. Health and Safety,9. Health and Safety
"MANILA – The private use of Remotely Piloted Aircraft  known as drone, must be regulated to make sure it is not used for illegal purposes.","7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,False
"MANILA – Vice President and Education Secretary Sara Duterte on Thursday said the Alliance of Concerned Teachers (ACT) seemed to be setting a ""trap"" for the government to reviving peace talks  rebels.",13. Political,13. Political,13. Political,13. Political
Public urged to focus on protection amid rising positivity rate,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
PBBM thanks Zelenskyy for safe passage of repatriated Pinoys: DFA,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Galvez sees 4 'focus areas' for US-PH alliance modernization,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
MANILA – The Commission on Elections (Comelec) on Thursday said it will seriously consider the proposal to postpone the Barangay and Sangguniang Kabataan (SK) elections in Negros Oriental in October amid the prevailing political tension in the province.,8. Security and Defense,6. Policy Prescription and Evaluation,13. Political,False
"MANILA – The Senate Committee on Social Justice, Welfare, and Rural Development chaired by Senator Imee Marcos is eyeing to draft a three- to five-year plan on the implementation of the proposed Magna Carta for Child Development Workers (CDWs) once it passed into law.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
MANILA – The Philippine Charity Sweepstakes Office (PCSO) will find ways to raise higher revenues from its annual special sweepstakes that would be used in the campaign  malnutrition.,1. Economic,9. Health and Safety,2. Capacity and Resources,False
Civil Partnership Bill pushed anew,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Gov’t to review tripartite agreement with US, Japan: Marcos",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA – The northeast monsoon or ""amihan"" will continue to bring cloudy skies and rain showers in most parts of Luzon, including Metro Manila, on Friday.",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
