Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
The Department of Health (DOH) on Saturday said it was still not keen on  the lifting of the COVID-19 state of public health emergency.,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
Senator Francis Tolentino said on Sunday that COVID-19 vaccine wastage in the country could possibly be due to mistakes in the prioritization of COVID-19 vaccine recipients and the distribution of vaccines.,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"The COVID-19 positivity rate in Metro Manila increased beyond 10% on Sunday, data by independent monitoring group OCTA Research showed on Tuesday.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Former House Speaker and now Davao del Norte Representative Pantaleon Alvarez on Tuesday called for the decriminalization of marijuana use, saying it is not as  to alcohol or cigarette consumption.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation
Marcos highlights importance of Japan aid in Mindanao peace process,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Villanueva seeks inquiry on MARINA, PCG enforcement of seaworthiness rules",13. Political,13. Political,13. Political,13. Political
"Graduates of senior high school program land in jobs with minimum wage, according to a ""24 Oras"" report by Maki Pulido on Friday.",10. Quality of Life,10. Quality of Life,1. Economic,10. Quality of Life
"Fisherfolk, farmers, rural area residents remain poorest in 2021 –PSA",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
The bill limiting the coverage of the three-year fixed term in the Armed Forces of the Philippines (AFP) was sponsored in the Senate plenary on Tuesday.,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"DOLE looking into red-tagging of union members, says official","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",4. Fairness and Equality,"7. Law and Order, Crime and Justice"
"President Ferdinand Marcos Jr. has ordered the formation of a special panel of prosecutors to look into the killings in Negros Oriental, Justice Secretary Jesus Crispin Remulla said Tuesday.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"As Holy Week nears, the Department of Agriculture-Bureau of Fisheries and Aquatic Resources (DA-BFAR) said the price for fish products is expected to increase as demand goes up.",1. Economic,1. Economic,1. Economic,1. Economic
"A bettor won the jackpot prize of P55,394,255.40 in the Grand Lotto 6/55 draw held on Saturday, the Philippine Charity Sweepstakes Office (PCSO) said.",15. Other,15. Other,15. Other,15. Other
Marcos orders PhilHealth to increase dialysis coverage to 156 sessions,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
Philippine government seeks suspension of ICC drug war probe,13. Political,5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice",False
China to PH: Oppose Taiwan independence if you care for 150k OFWs,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
The Supreme Court has affirmed a decision of the Commission on Audit (COA) disallowing the grant of allowances and incentives amounting to P15 million to employees of the Philippine Health Insurance Corporation (PhilHealth).,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,4. Fairness and Equality,5. Constitutionality and Jurisprudence
ICC prosecutor asks court to reject Philippines’ appeal,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
Robin Padilla wants economic provisions in constitution amended via con-ass,13. Political,13. Political,5. Constitutionality and Jurisprudence,13. Political
"The suspension of Negros Oriental Representative Arnolfo ""Arnie"" Teves Jr. can no longer be appealed before the House Committee on Ethics, according to the panel's chairman.",13. Political,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"Galvez says Cagayan, CamSur open to having EDCA sites",2. Capacity and Resources,8. Security and Defense,8. Security and Defense,8. Security and Defense
"House Ethics Committee Chair Rep. Felimon Espares said Friday that Negros Oriental 3rd District Rep. Arnolfo ""Arnie"" Teves Jr.’s 60-day suspension may still be appealed, but not by Teves himself.",13. Political,5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice",False
"Satellite images showed the oil spill off Oriental Mindoro moving north and heading for the Verde Island passage, the Philippine Space Agency (PhilSA) said on Tuesday.",10. Quality of Life,15. Other,15. Other,15. Other
The Commission on Human Rights (CHR) on Wednesday reiterated its call to conduct a thorough investigation into alleged human rights violations related to the war on drugs under the Duterte administration.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",4. Fairness and Equality,"7. Law and Order, Crime and Justice"
"Marcos declares February 24, 2023 a ‘special non-working day’",13. Political,13. Political,13. Political,13. Political
75 PDLs with mild symptoms remain in isolation — BuCor,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
The transport strike has ended with members of PISTON and Manibela poised to resume plying their routes on Wednesday.,13. Political,6. Policy Prescription and Evaluation,10. Quality of Life,False
Senate panel cites in contempt cop who 'rejected' blotter report of political killing victim in Negros Oriental,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Ischaemic heart diseases remained to be the number one cause of mortality in the Philippines from January to November 2022, recent data by the Philippine Statistics Authority (PSA) showed.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
Philippine Army chief Lieutenant General Romeo Brawner Jr. said Wednesday he ordered a review of their mental health programs and recruitment procedures after the fatal shooting at Camp Evangelista recently.,6. Policy Prescription and Evaluation,9. Health and Safety,10. Quality of Life,False
Justice Secretary Jesus Crispin Remulla on Tuesday said that Negros Oriental representative Arnolfo “Arnie” Teves Jr. has reached out to him through a text message.,13. Political,13. Political,15. Other,13. Political
PH improves to 132nd place in 2023 Press Freedom Index,12. Public Opinion,4. Fairness and Equality,12. Public Opinion,12. Public Opinion
"An international body that provides  for oil pollution damage  to settle the claims of oil spill victims in Oriental Mindoro, Justice Undersecretary Raul Vasquez said Tuesday.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
BuCor releases 580 inmates as part of efforts to decongest PH jails,6. Policy Prescription and Evaluation,10. Quality of Life,2. Capacity and Resources,False
Fishermen struggle as Mindoro oil spill keeps them ashore,10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
"Senate, House, SC, Cabinet get 'very good' satisfaction rating —SWS",12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
"The Philippines logged 1,102 new COVID-19 cases from January 30 to February 5, 2023, the latest Department of Health bulletin has indicated.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"The future of the Philippines will always involve the United States, President Ferdinand ""Bongbong"" Marcos Jr. said Thursday.",14. External Regulation and Reputation,13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation
The remains of Overseas Filipino Worker (OFW) Wilma Tezcan arrived at the Ninoy Aquino International Airport from Turkey on Wednesday.,15. Other,15. Other,15. Other,15. Other
House okays bill speeding up right-of-way acquisition for gov't projects,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Suspects in Degamo killing attend preliminary investigation at DOJ,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
