Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
DOJ gets court to order rearrest of rural doctor Naty Castro,13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA, Philippines – China has downplayed President Ferdinand Marcos Jr.’s decision to summon Chinese Ambassador Huang Xilian after the China Coast Guard (CCG) deployed a military-grade laser against the Philippine Coast Guard (PCG) in the West Philippine Sea.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
IBP: NSC embarrassed Duterte gov’t with baseless bid to shut down websites,13. Political,13. Political,6. Policy Prescription and Evaluation,13. Political
LIST: Long weekends in 2023,11. Cultural Identity,15. Other,15. Other,15. Other
PANOORIN: May special treatment sa anak ni Boying Remulla,12. Public Opinion,13. Political,15. Other,False
Stabbed by Bantag: Prison gang leaders claim abuse by ex-BuCor chief,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",8. Security and Defense,"7. Law and Order, Crime and Justice"
"MANILA, Philippines – Former president Rodrigo Duterte should not be left out in local investigations into human rights violations during his administration, including the thousands of killings in his war on drugs, according to  Amnesty International secretary-general Agnes Callamard.",13. Political,4. Fairness and Equality,"7. Law and Order, Crime and Justice",False
36 Years: What makes and breaks the OVP,13. Political,13. Political,13. Political,13. Political
PANOORIN: Mataas na presyo ng bilihin dagdag pasanin sa pagbubukas ng klase,1. Economic,10. Quality of Life,1. Economic,1. Economic
"MANILA, Philippines – Nine months after  the first majority president post-1986, is public support for President Ferdinand Marcos Jr. starting to go down?",12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
"There’s a ‘Takayama’ in Manila, and it’s not what you think it is",11. Cultural Identity,12. Public Opinion,15. Other,False
ABS-CBN frequencies are Duterte’s ‘payback’ to Villars – Bayan Muna,13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – Even after the latest turnover of cash and real properties from former Armed Forces of the Philippines major general Carlos Garcia to the nation’s coffers, his family is not yet off the hook from their involvement in Garcia’s earlier charges of plunder and money laundering.",13. Political,4. Fairness and Equality,5. Constitutionality and Jurisprudence,False
"MANILA, Philippines – The National Union of Students of the Philippines (NUSP) on Monday, March 21, urged the government to allot budget for the medical insurance of students and teachers as they gradually return to their campuses for face-to-face classes.",2. Capacity and Resources,1. Economic,4. Fairness and Equality,False
"MANILA, Philippines – Suspended Bureau of Corrections (BuCor) Director General Gerald Bantag was handed another suspension for allowing Sonshine Media Network International (SMNI) to interview retired general and convicted kidnapper Jovito Palparan inside the New Bilibid Prison (NBP).","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice"
Bantag said Bilibid hole would be used to look for Yamashita treasure – Remulla,13. Political,13. Political,2. Capacity and Resources,13. Political
"MANILA, Philippines – The Department of Justice (DOJ) and the Bureau of Immigration (BI), on Wednesday, February 8, deported Yuki Watanabe and Tomonobu Saito, the two remaining Japanese fugitives involved in a string of robberies in Japan.",6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Marcos on pleas for De Lima’s release: ‘We don’t doubt the process’,13. Political,13. Political,"7. Law and Order, Crime and Justice",13. Political
IN NUMBERS: Political prisoners in the Philippines since 2001,"7. Law and Order, Crime and Justice",13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA, Philippines – President Ferdinand Marcos Jr. on Friday, September 9, joined world leaders in mourning the death of Queen Elizabeth, saying the world just “lost a true figure of majesty.”",13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"LIST: Metro Manila, other areas to remain under Alert Level 1 until May 31",8. Security and Defense,9. Health and Safety,10. Quality of Life,False
"LIVESTREAM: Senate hearing on pandemic, monkeypox response",9. Health and Safety,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"MANILA, Philippines – Former senator Leila de Lima – six years into her detention – said she was right in sacrificing her freedom to fight for human rights.",4. Fairness and Equality,13. Political,3. Morality,False
"MANILA, Philippines – In a rare move, the Supreme Court issued a show cause order against Lorraine Badoy, the former spokesperson of the government’s anti-insurgency, asking her to explain having threatened Judge Marlo Magdoza-Malagar.",13. Political,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,False
"The story of Ateneo guard Jeneven Bandiala: Loving husband, selfless brother",11. Cultural Identity,15. Other,15. Other,15. Other
"MANILA, Philippines – The Department of Health (DOH) reported on Thursday, January 27, that 91.29% or 618 of the 677 COVID-19 samples were positive for Omicron, adding that majority have the BA.2 subvariant or “stealth Omicron.”",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"MANILA, Philippines – An official of the National Bureau of Investigation (NBI) Cybercrime Division said they support the passage of the anti-online sexual abuse and exploitation of children (OSAEC) bill, adding it would speed up the investigation of online sexual predators.","7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,8. Security and Defense,False
"MANILA, Philippines – This time, the parties are “simple” – or at least that’s what they’re saying.",12. Public Opinion,12. Public Opinion,15. Other,12. Public Opinion
"To consolidate, Marcos targets vote-rich Luzon, then Cebu for ‘sway’ region",13. Political,13. Political,13. Political,13. Political
Robredo eyes localized Bayanihan E-Konsulta to serve communities post-pandemic,9. Health and Safety,9. Health and Safety,13. Political,9. Health and Safety
"MANILA, Philippines – President Ferdinand Marcos Jr. on Monday, March 27, said the government was “still studying” how it could use vacant, idle land for public housing — some four months after Malacañang first announced that it would issue an executive order on the matter.",2. Capacity and Resources,10. Quality of Life,2. Capacity and Resources,2. Capacity and Resources
IN PHOTOS: Groups hold protest ahead of Marcos’ first SONA,13. Political,12. Public Opinion,12. Public Opinion,12. Public Opinion
Leody and Bello’s Laban ng Masa: Makabayan backing of Robredo ‘erroneous’,13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – Concluding that the Department of National Defense (DND) was not keen on  taking the lead in running a Reserve Officers’ Training Corps (ROTC) mandatory program for college students, an annoyed  Senator Ronald “Bato” dela Rosa suggested to drop discussing the matter altogether.",8. Security and Defense,13. Political,6. Policy Prescription and Evaluation,False
Remulla on delayed digitization of prisoner data: Not easy to shift,8. Security and Defense,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
Pharmally exec’s security guard allegedly kills 2 fellow guards inside Forbes Park,"7. Law and Order, Crime and Justice",10. Quality of Life,8. Security and Defense,False
"PNP chopper crash in Quezon province kills 1, injures 2 others",8. Security and Defense,8. Security and Defense,10. Quality of Life,8. Security and Defense
