Text,Policy Frame 1,Policy Frame 2,Policy Frame 3,Policy Frame 4,Policy Frame 5,Policy Frame 6,Policy Frame 7,Policy Frame 8,Policy Frame 9,Policy Frame 10,Policy Frame 11,Policy Frame 12,Policy Frame 13,Policy Frame 14,Policy Frame 15,Media_Outlet
"PH, US set 2 iterations of 2023 Cope Thunder joint exercise",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
"The Philippines and the United States have scheduled two iterations of its newly revived joint exercise Cope Thunder for 2023, the Philippine Air Force (PAF) said Tuesday.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"Biden to Marcos: Amid challenges, I can't think of better partner than you",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"WASHINGTON—Amid challenges, US President Joe Biden told President Ferdinand Marcos Jr. that he could not think of a better partner than the Philippine leader.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
Marcos meets Joe Biden at White House,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"WASHINGTON - President Ferdinand ""Bongbong"" Marcos Jr. met US President Joe Biden on Monday afternoon (Tuesday early morning in the Philippines).",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
‘Fault current’ blamed for NAIA Terminal 3 power outage on Labor Day,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
"Authorities identified a “fault current” as the cause of the power outage at the Ninoy Aquino International Airport Terminal 3 on Labor Day, but an investigation is still ongoing to determine the root of the issue which impacted some 9,000 passengers.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"Pimentel wants EDCA reviewed, bats for more transparent agreement",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"The Enhanced Defense Cooperation Agreement (EDCA) must be reviewed to ensure transparency in United States’ use of Philippine military bases, Senate Minority Leader Aquilino “Koko” Pimentel III said Monday.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
"Groups hold protest on Labor Day, call for wage hike",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GMA
Several workers' groups staged protest actions in different parts of the country calling for wage increase in observance of the Labor Day on Monday.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GMA
DOLE: Regional wage boards reviewing 10 wage hike petitions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
"Ten wage hike petitions are currently pending and are under review by various Regional Tripartite Wages and Productivity Boards (RTWPBs), Labor Secretary Bienvenido Laguesma said on Monday, Labor Day.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
Marcos OKs creation of inter-agency body to look into labor cases,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
WASHINGTON — President Ferdinand “Bongbong” Marcos Jr. has approved an executive order creating an  that will strengthen the coordination and facilitate the resolution of labor cases in the country.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Marcos eyes adding people to Cabinet after appointment ban,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
WASHINGTON - President Ferdinand “Bongbong” Marcos Jr. is considering adding more people in his Cabinet.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Marcos: PH won’t be used as ‘staging post’ for any military act,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
"WASHINGTON - The Philippines will never be used as a staging post for any kind of military action, according to President Ferdinand “Bongbong” Marcos Jr.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
"Marcos tasks DFA, PCG to map out PH’s fishing grounds in West Philippine Sea",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
WASHINGTON - President Ferdinand “Bongbong” Marcos Jr. on Monday (PH time) tasked the Department of Foreign Affairs and the Philippine Coast Guard to identify and create a map of the Philippines’ fishing ground in the West Philippine Sea.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
Marcos arrives in Washington for official visit,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
WASHINGTON - Light rains greeted President Ferdinand “Bongbong” Marcos Jr. as he arrived in the United States to begin his official visit that aims to strengthen the long-standing ties between the two countries.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"PNP arrests 22,649 ‘most wanted’ in first quarter",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
"The Philippine National Police arrested over 22,000 of the country’s most wanted persons in the first quarter of the year, according to a report released by the PNP over the weekend.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
"Marcos leaves for Washington, says he's determined to build ‘even stronger relationship’ with US",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
President Ferdinand “Bongbong” Marcos Jr. on Sunday said he will relay to US President Joe Biden his willingness to forge an even stronger relationship with the superpower country.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"Marcos tells workers on Labor Day: Don't lose courage, diligence, hope",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GMA
"Ahead of the observance of Labor Day on May 1, President Ferdinand “Bongbong” Marcos Jr. on Sunday told Filipino workers not to lose courage, diligence, and hope despite the challenges in life.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
VP Sara is country's caretaker while Marcos is in Washington for official visit,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"Vice President Sara Duterte is the country's caretaker while President Ferdinand ""Bongbong"" Marcos Jr. is in Washington for an official visit.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"US stands with PH, calls out China for 'provocative and unsafe conduct' in South China Sea",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"The US said it is standing with the Philippines as it called out China for ""its provocative and unsafe conduct"" in the South China Sea.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"DOH reports 304 new COVID-19 cases; active tally at 5,070",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
"The Philippines reported 304 new COVID-19 cases on Saturday, while the active tally dropped to 5,070.   The fresh cases increased the country’s caseload to 4,092,158, according to the Department of Health.   The number of active cases went down to 5,070 from 5,293 on Friday.   The National Capital Region logged the highest number of new cases with 2,533 in the past two weeks, followed by Calabarzon with 1,124, Davao Region with 420, Western Visayas with 367, and Central Luzon with 358.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
Some private schools ask for 4% tuition increase on average,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
Members of the Coordinating Council of Private Educational Associations of the Philippines have filed petitions for tuition hike due inflation and the lingering effects of the pandemic.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GMA
AFP refuses to comment on PH-China vessels incident in Spratlys,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"The Armed Forces of the Philippines has declined to give  on the near-collision incident between a Chinese Coast Guard ship and a Philippine Coast Guard (PCG) vessel, carrying journalists, in the Spratly Islands in the disputed South China Sea.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
Ex-Ombudsman Gutierrez takes oath as GSIS acting board member,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"Bantag, Zulueta now on hold departure list — BI",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Gov’t urged to probe causes of vaccine hesitancy in PH,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
A health expert on Friday urged the government to conduct an investigation on the causes of vaccine hesitancy in the Philippines following the decline in the perception of the importance of vaccines for Filipino children.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
Marcos to take up Philippine economic agenda in Washington —DFA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"President Ferdinand Marcos Jr. will also pursue the Philippines' economic agenda aside from discussing defense and security when he goes to Washington for an official visit, a foreign affairs official said on Friday.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
West PH Sea Task Force to discuss presence of 100 China vessels –AFP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
"The National Task Force-West Philippine Sea (NTF-WPS) will discuss possible responses to the more than 100 Chinese vessels spotted in the Philippine Exclusive Economic Zone, Armed Forces of the Philippines (AFP) chief General Andres Centino said Friday.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
China says Philippine boat's 'provocative action' caused near-crash,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"China said Friday that a near-collision in the South China Sea between a Chinese coast guard ship and Philippine patrol vessel carrying journalists was caused by the latter's ""premeditated and provocative action.""",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
Hontiveros urges Palace to condemn China's aggression in WPS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
Senate Deputy Minority Leader Risa Hontiveros on Friday urged Malacañang to condemn in the “strongest terms” the continuing aggression of China in the West Philippine Sea (WPS).,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
PH COVID-19 cases manageable despite increased positivity rate –expert,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"The COVID-19 cases in the Philippines are still manageable despite the slight increase in the positivity rate, infectious disease expert Dr. Rontgene Solante said on Friday.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"Philippines, US air forces revive joint exercise Cope Thunder after 33 years",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
"The Philippine and United States air forces  have revived the Cope Thunder joint exercise 33 years after it was stopped in 1991, the Pacific Air Forces Public Affairs said.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
"PSA: Nearly 60M Filipinos issued with PhilIDs, ePhilIDs",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GMA
The Philippine Statistics Authority (PSA) on Friday announced that nearly 60 million Filipinos now have their Philippine Identification System (PhilSys) IDs.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GMA
Over 100 Chinese vessels spotted in West Philippine Sea —PCG,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
"More than 100 Chinese vessels were spotted during the maritime patrols of Philippine vessels in the West Philippine Sea (WPS) from April 18 to 24, the Philippine Coast Guard (PCG) said Friday.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
Court orders reopening of De Lima trial for 1 day,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
A Muntinlupa court has ordered the one-day reopening of the trial of former Senator Leila de Lima in connection with her illegal drug case.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
SITG conducts probe on origin of 990 kilos of 'shabu' seized in October 2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
"The Special Investigation Task Group (SITG) 990 is investigating the source of the 990 kilos of suspected illegal drugs found in Manila last October, which is also considered one of the biggest police drug hauls in the country.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
Use of improvised license plates require LTO authorization — Tugade,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMA
"Motorists may use temporary license plates due to supply shortage but they should be able to present supporting documents including proof of authorization, according to the Land Transportation Office (LTO).",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMA
"Arnie Teves' helicopter, alleged evidence in Degamo slay case, flown to Cebu",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
"A helicopter supposedly owned by suspended Negros Oriental Representative Arnie Teves Jr. and linked by authorities to the Degamo slay case has been transferred to Cebu, according to the reports of Ian Cruz and John Consulta reported on “24 Oras”.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
"West Philippine Sea, LGBTQ, human rights in draft Grade 10 curriculum",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GMA
"The Department of Education is studying the inclusion of topics such as the West Philippine Sea dispute, LGBTQ issues, and human rights in the social studies curriculum in senior high school.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GMA
Arroyo wants K-to-12 replaced with post-secondary studies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"Former President and Senior Deputy Speaker Gloria Arroyo of has filed a bill replacing the K-to-12 basic education program to ""K+10+2"" which would remove the two-year senior high school years for 2 years of post secondary or pre-university education in preparation for professional degree studies.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMA
"Hold departure order vs. Bantag, Zulueta issued by Muntinlupa court",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
A Muntinlupa City court has issued a hold departure order (HDO) against former Bureau of Corrections (BuCor) chief Gerald Bantag and former BuCor deputy officer Ricardo Zulueta.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
El Niño mitigation plan should include agri insurance —Villanueva,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
Senate Majority Leader Joel Villanueva is urging the government to include the agricultural insurance woes of farmers in its plans to mitigate the expected impact of the El Niño phenomenon in the country.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Romualdez: Filipinos to benefit from Marcos-Biden meeting,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"Sen. Binay prods DOH, LGUs to ramp up inoculation of routine vaccines for children",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Senator Nancy Binay on Thursday called on the Department of Health and the local government units to craft strategies to ramp up the inoculation of routine vaccines for children after Unicef reported that around one million Filipino children missed out on such jabs.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
4 Pinays being trafficked to Lebanon rescued,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"DOH launches children vaccination drive vs. measles, rubella, polio",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"The Department of Health (DOH) on Thursday kicked off a nationwide supplemental immunization campaign to vaccinate children against measles, rubella, and polio.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
AFP chief Centino backs amnesty for former rebels,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Armed Forces chief General Andres Centino on Thursday expressed support for the proposed amnesty for former rebels.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
PH slips 3 notches in good governance index,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"The Philippines has slipped three notches in the global governance index, placing 66th out of 104 countries in the overall ranking.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"Poe wants LTO's 'complete report' on plates, licenses backlog",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMA
"Senator Grace Poe on Thursday urged the Land Transportation Office (LTO) to provide the public with a ""complete report"" on the backlogs of vehicle plates and license cards and to provide details on how it plans to address the problem.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
PDEA destroys over P4B worth of illegal drugs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"More than P4 billion worth of confiscated illegal drugs were destroyed in Trece Martires City, Cavite on Thursday, according to the Philippine Drug Enforcement Agency (PDEA).",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
"SC junks petition vs. Pichay for being moot, academic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
The Supreme Court has junked a petition seeking to declare as immediately executory the penalty of perpetual disqualification against former Surigao del Sur Representative Prospero Pichay Jr. as moot and academic.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
ISAT-U grad tops April 2023 Electronics Engineers Licensure exam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMA
"A graduate of Iloilo Science and Technology University gained the highest percentage rating for the April 2023 Electronics Engineers Licensure Examination while for the April 2023 Engineer Technicians Licensure Examination Jayron Tayurang Mampusti of the Polytechnic University of the Philippines - Main Sta. Mesa got 90%, the Professional Regulation Commission (PRC) announced.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
Fishermen protest no-sail zone policy amid Balikatan exercises,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GMA
"Fishermen in Zambales protested on Wednesday the imposition of a no-sail zone policy amid the Balikatan exercises between Philippine and US troops.   They said that the no-sail rule, which went into effect on Tuesday and will last through Thursday, had an adverse impact on their livelihoods.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GMA
Mayo considered as 'high-value' target inside BJMP —spox,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
"The Bureau of Jail Management and Penology (BJMP) has tightened security in the prison cell of dismissed Police Master Sergeant Rodolfo Mayo, who was arrested in relation to the P6.7 billion drug haul.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
Labor Day job fairs offer over 76k vacancies —DOLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
"The Department of Labor and Employment (DOLE) said Wednesday that more than 73,000 job openings will be up for grabs during the nationwide job fairs that will be held on May 1, Labor Day.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
